title,year,imdb_votes,location,geocode
Live Free or Die Hard,2007,344958,"Diamond Ranch High School, Pomona, California, USA",(Social Security Administration building - exterior)
Live Free or Die Hard,2007,344958,"E Lexington St & N Holliday St, Baltimore, Maryland, USA",
Live Free or Die Hard,2007,344958,"Hahn Plaza - Trousdale Parkway & Childs Way, University of Southern California, Los Angeles, California, USA",(Rutgers scene)
Live Free or Die Hard,2007,344958,"Imperial Highway, El Segundo, California, USA",
Live Free or Die Hard,2007,344958,"Los Angeles Center Studios - 450 S. Bixel Street, Downtown, Los Angeles, California, USA",(studio)
Live Free or Die Hard,2007,344958,"Fairplex - 1101 West McKinley Avenue, Pomona, California, USA",
Live Free or Die Hard,2007,344958,"Los Angeles International Airport - 1 World Way, Los Angeles, California, USA",
Live Free or Die Hard,2007,344958,"Lower Grand Avenue, Los Angeles, California, USA",(Tunnel sequence)
Live Free or Die Hard,2007,344958,"N Calvert St & E Fayette St, Baltimore, Maryland, USA",
Live Free or Die Hard,2007,344958,"Pasadena, California, USA",
Live Free or Die Hard,2007,344958,"Philadelphia, Pennsylvania, USA",
Live Free or Die Hard,2007,344958,"Redondo Beach, California, USA",
Live Free or Die Hard,2007,344958,"Santa Clarita, California, USA",
Live Free or Die Hard,2007,344958,"Southwest Marine - 985 South Seaside Avenue, Wilmington, Los Angeles, California, USA",(studio)
Live Free or Die Hard,2007,344958,"Stage 12, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",
Live Free or Die Hard,2007,344958,"Washington, District of Columbia, USA",
The Hurt Locker,2008,347870,"British Columbia, Canada",
The Hurt Locker,2008,347870,Canada,
The Hurt Locker,2008,347870,Jordan,
The Hurt Locker,2008,347870,"Amman, Jordan",
The Hurt Locker,2008,347870,"Langley, British Columbia, Canada",
The Hurt Locker,2008,347870,"Vancouver, British Columbia, Canada",
Le cinquime lment,1997,358036,"Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",(studio) (interiors: spaceship/shootout/London and Hong Kong hotels)
Le cinquime lment,1997,358036,"London, England, UK",
Le cinquime lment,1997,358036,Mauritania,
Le cinquime lment,1997,358036,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",(studio)
Le cinquime lment,1997,358036,"Royal Opera House, Bow Street, Covent Garden, London, England, UK",
Le cinquime lment,1997,358036,"Vatnajkull, Austurland, Iceland",
Oldeuboi,2003,379767,"Songgye High School, Chinju, Kyongsangnam-Do, South Korea",(Evergreen High School)
Oldeuboi,2003,379767,"Busan, South Korea",
Oldeuboi,2003,379767,"Seoul, South Korea",
Oldeuboi,2003,379767,"Mount Lyford, Southern Alps, New Zealand",(final scenes)
The Great Gatsby,2013,381554,"Sydney Polo Club, Richmond, New South Wales, Australia",
The Great Gatsby,2013,381554,"Kings School, Parramatta, Sydney, New South Wales, Australia",
The Great Gatsby,2013,381554,"Balmain, Sydney, New South Wales, Australia",(Valley of the Ashes)
The Great Gatsby,2013,381554,"Blue Mountains, New South Wales, Australia",
The Great Gatsby,2013,381554,"Centennial Park, Sydney, New South Wales, Australia",(Gatsbys Estate)
The Great Gatsby,2013,381554,"Cook Road, Centennial Park, Sydney, New South Wales, Australia",(Entrance to Gatsbys Mansion)
The Great Gatsby,2013,381554,"Fox Studios, Moore Park, Sydney, New South Wales, Australia",(studio)
The Great Gatsby,2013,381554,"Glebe Island, Sydney, New South Wales, Australia",
The Great Gatsby,2013,381554,"St. Patrick's Seminary, Manly, Sydney, New South Wales, Australia",(Gatsbys Mansion)
The Great Gatsby,2013,381554,"Sydney, New South Wales, Australia",
The Great Gatsby,2013,381554,"Waverley Cemetery, Bronte, Sydney, New South Wales, Australia",(Gatsbys Funeral Scenes)
The Great Gatsby,2013,381554,"White Bay Power Station, Sydney, New South Wales, Australia",(Valley of the Ashes)
Captain America: Civil War,2016,395168,"Atlanta, Georgia, USA",(as Lagos)
Captain America: Civil War,2016,395168,Puerto Rico,
Captain America: Civil War,2016,395168,"Pinewood Atlanta Studios, 461 Sandy Creek Road, Fayetteville, Georgia, USA",(studio)
Captain America: Civil War,2016,395168,"Potsdamer Platz, Mitte, Berlin, Germany",
Captain America: Civil War,2016,395168,"ICC Berlin, Berlin, Germany",(as Bucharest) (Bucky escapes)
Captain America: Civil War,2016,395168,Brazil,
Captain America: Civil War,2016,395168,"Studio Babelsberg, Potsdam, Brandenburg, Germany",(studio)
Captain America: Civil War,2016,395168,"Leipzig/Halle Airport, Leipzig, Saxony, Germany",(big fight scene between the Avengers)
Captain America: Civil War,2016,395168,"Spree River, Berlin, Germany",
Captain America: Civil War,2016,395168,"Siegessule, Tiergarten, Berlin, Germany",
Captain America: Civil War,2016,395168,"Messedamm, Berlin, Germany",(as Bucharest) (Bucky escapes on a motorcycle)
Captain America: Civil War,2016,395168,"Berlin, Germany",
Captain America: Civil War,2016,395168,USA,
Captain America: Civil War,2016,395168,Germany,
Captain America: Civil War,2016,395168,Iceland,(location)
Captain America: Civil War,2016,395168,"Leipziger Strae, Mitte, Berlin, Germany",(corner of Jerusalemer Strae) (as Bucharest street)
Captain America: Civil War,2016,395168,"Clayton State University, Morrow, Georgia, USA",(Indoor fight scene with winter soldier)
Watchmen,2009,406270,"Bloedel Floral Conservatory, Vancouver, British Columbia, Canada",
Watchmen,2009,406270,"British Columbia Institute of Technology, Burnaby, British Columbia, Canada",
Watchmen,2009,406270,"Burnaby, British Columbia, Canada",
Watchmen,2009,406270,"Canadian Motion Picture Park Studios, Burnaby, British Columbia, Canada",(studio)
Watchmen,2009,406270,"Marine Building - 355 Burrard Street, Vancouver, British Columbia, Canada",
Watchmen,2009,406270,"Nat Bailey Stadium, Vancouver, British Columbia, Canada",
Watchmen,2009,406270,"New Westminster, British Columbia, Canada",
Watchmen,2009,406270,"Old Terminal Pub, New Westminster, British Columbia, Canada",
Watchmen,2009,406270,"Riverview Hospital, Coquitlam, British Columbia, Canada",
Watchmen,2009,406270,"Tanex Industries, New Westminster, British Columbia, Canada",
Watchmen,2009,406270,"Vancouver, British Columbia, Canada",
Kick-Ass,2010,452126,"Capri Pizza, John St. North, Hamilton, Ontario, Canada",(Dave gets beat up in the ally)
Kick-Ass,2010,452126,"Royal Bank Plaza, Toronto, Ontario, Canada",(The skyscraper from which the superhero leaps in the opening scene)
Kick-Ass,2010,452126,"All Star Lanes, Whiteleys Shopping Centre, Bayswater, London, England, UK",
Kick-Ass,2010,452126,"Charles Street, Hamilton, Ontario, Canada",
Kick-Ass,2010,452126,"Cinespace Film Studios, Toronto, Ontario, Canada",(studio)
Kick-Ass,2010,452126,"Dip 'n Sip Donuts - 663 Kingston Road, Toronto, Ontario, Canada",
Kick-Ass,2010,452126,"Elstree Studios, Borehamwood, Hertfordshire, England, UK",(studio)
Kick-Ass,2010,452126,"Keith Street, Hamilton, Ontario, Canada",(Dave's House)
Kick-Ass,2010,452126,"London, England, UK",
Kick-Ass,2010,452126,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",(studio)
Kick-Ass,2010,452126,"Sir Winston Churchill Secondary School, Hamilton, Ontario, Canada",
Kick-Ass,2010,452126,"Toronto, Ontario, Canada",
Kick-Ass,2010,452126,"Yonge Street, Toronto, Ontario, Canada",
Whiplash,2014,462794,"Santa Clarita, California, USA",
Whiplash,2014,462794,"Los Angeles, California, USA",
Whiplash,2014,462794,"Orpheum Theatre - 842 Broadway, Los Angeles, California, USA",(Carnegie Hall)
The Curious Case of Benjamin Button,2008,479830,"Burbank, California, USA",
The Curious Case of Benjamin Button,2008,479830,Cambodia,
The Curious Case of Benjamin Button,2008,479830,"Cit du Cinma, Montral, Qubec, Canada",(studio)
The Curious Case of Benjamin Button,2008,479830,"Donaldsonville, Louisiana, USA",
The Curious Case of Benjamin Button,2008,479830,India,
The Curious Case of Benjamin Button,2008,479830,"Laplace, Louisiana, USA",
The Curious Case of Benjamin Button,2008,479830,"Los Angeles, California, USA",
The Curious Case of Benjamin Button,2008,479830,"Mandeville, Louisiana, USA",(English Channel beach shots)
The Curious Case of Benjamin Button,2008,479830,"Montral, Qubec, Canada",
The Curious Case of Benjamin Button,2008,479830,"Morgan City, Louisiana, USA",
The Curious Case of Benjamin Button,2008,479830,"New Orleans, Louisiana, USA",
The Curious Case of Benjamin Button,2008,479830,"S.S. Lane Victory, Pier 94, San Pedro, Los Angeles, California, USA",
The Curious Case of Benjamin Button,2008,479830,"St. Thomas, U.S. Virgin Islands",
World War Z,2013,488716,"Lulworth Cove, Weymouth, Dorset, England, UK",(Gerry Lane in speedboat scene and running up the beach into the arms of his family)
World War Z,2013,488716,"Lulworth Cove, Dorset, England, UK",(beach scenes)
World War Z,2013,488716,"Philadelphia, Pennsylvania, USA",(plates shots of Philadelphia)
World War Z,2013,488716,"Discovery Park, Sandwich, Kent, England, UK",(WHO laboratory)
World War Z,2013,488716,"Vertical Flow Tanks, Hanningfield Water Treatment Plant, Canon Barns Road, West Hanningfield, Essex, England, UK",(Camp Humphreys - South Korean prison)
World War Z,2013,488716,"Heygate Estate, Southwark, London, England, UK",(Newark street scenes)
World War Z,2013,488716,"Blaenau Ffestiniog, Gwynedd, Wales, UK",
World War Z,2013,488716,"Glasgow, Scotland",(Opening scenes)
World War Z,2013,488716,"Aldershot, Hampshire, England, UK",
World War Z,2013,488716,"Budapest, Hungary",
World War Z,2013,488716,"Cochrane Street, Glasgow, Strathclyde, Scotland, UK",(Lane's car stuck in traffic)
World War Z,2013,488716,"Dunsfold Park, Dunsfold, Surrey, England, UK",
World War Z,2013,488716,"Falmouth, Cornwall, England, UK",(scenes being shot on ship and out at sea.)
World War Z,2013,488716,"George Square, Glasgow, Strathyclyde, Scotland, UK",(as Philadelphia)
World War Z,2013,488716,"George Street, Glasgow, Strathclyde, Scotland, UK",
World War Z,2013,488716,"Glasgow, Strathclyde, Scotland, UK",
World War Z,2013,488716,"Grangemouth, Scotland, UK",(Lane driving out of Philadelphia)
World War Z,2013,488716,Hungary,
World War Z,2013,488716,"John Street, Glasgow, Strathclyde, Scotland, UK",
World War Z,2013,488716,"Kwik Save, Paisley Road West, Glasgow, Scotland,UK",
World War Z,2013,488716,"Fort St.Elmo, Valletta, Malta",(as Jerusalem)
World War Z,2013,488716,"London, England, UK",
World War Z,2013,488716,Malta,
World War Z,2013,488716,"RAF Upper Heyford, Oxfordshire, England, UK","(Arrival at South Korean airbase, plane on tarmac)"
Avengers: Age of Ultron,2015,505913,"Shepperton Studios, Shepperton, Surrey, England, UK",(studios)
Avengers: Age of Ultron,2015,505913,"Johannesburg, South Africa",(street scenes)
Avengers: Age of Ultron,2015,505913,"Seoul, South Korea",
Avengers: Age of Ultron,2015,505913,South Africa,
Avengers: Age of Ultron,2015,505913,"Fortress, Aosta Valley, Italy",
Avengers: Age of Ultron,2015,505913,Italy,
Avengers: Age of Ultron,2015,505913,"London, England, UK",
Avengers: Age of Ultron,2015,505913,"Mapo Bridge, Seoul, South Korea",
Avengers: Age of Ultron,2015,505913,"Floating Island, Seoul, South Korea",
Avengers: Age of Ultron,2015,505913,"Ttukseom Hangang Park, Seoul, South Korea",
Avengers: Age of Ultron,2015,505913,"Digital Media City, Seoul, South Korea",
Avengers: Age of Ultron,2015,505913,"Cheongdam Bridge, Seoul, South Korea",
Avengers: Age of Ultron,2015,505913,"Hawley Woods, Farnborough, Hampshire, England, UK",(Winter battle scene)
Avengers: Age of Ultron,2015,505913,"Aosta, Valle d'Aosta, Italy","(Novi Grad, capital city of Sokovia)"
Avengers: Age of Ultron,2015,505913,"Sainsburys Centre for Visual Arts, University of East Anglia, Norwich, Norfolk, England, UK",(Avengers training facility scenes)
Avengers: Age of Ultron,2015,505913,"Dover Castle Tunnels, Dover, Kent, England, UK",(entrance to the secret Hydra Research Base)
Avengers: Age of Ultron,2015,505913,"Hendon Police College, London, England, UK",
Avengers: Age of Ultron,2015,505913,"Royal Holloway College, Egham, Surrey, England, UK",(Age of Ultron)
Avengers: Age of Ultron,2015,505913,"Chittagong, Bangladesh",(Shipyard scene)
Avengers: Age of Ultron,2015,505913,"Bourne Woods, Farnham, Surrey, England, UK",(Motorbike Sequence)
Avengers: Age of Ultron,2015,505913,Bangladesh,
Avengers: Age of Ultron,2015,505913,South Korea,
Avengers: Age of Ultron,2015,505913,UK,
Avengers: Age of Ultron,2015,505913,"Stratfield Saye House, Hampshire, England, UK",
Avengers: Age of Ultron,2015,505913,"The Printworks, Associated Newspapers Print Works, Canada Water, London, England, UK",(Ulysses Klaue's Salvage Yard)
X: First Class,2011,542756,"Somerset House, Strand, London, England, UK",(Swiss bank)
X: First Class,2011,542756,"Englefield House, Theale, Reading, Berkshire, England, UK",(Xavier's school)
X: First Class,2011,542756,"Hatley Castle, Royal Roads, Colwood, British Columbia, Canada",
X: First Class,2011,542756,"Jekyll Island, Georgia, USA",
X: First Class,2011,542756,"Los Angeles, California, USA",(dock scenes)
X: First Class,2011,542756,"Oxford, Oxfordshire, England, UK",
X: First Class,2011,542756,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",(studio)
X: First Class,2011,542756,"Villa La Angostura, Neuqun, Argentina",
X: First Class,2011,542756,"West Wycombe Park, West Wycombe, Buckinghamshire, England, UK",
X: First Class,2011,542756,"Wind Tunnel, The Historic Quarter, Farnborough Business Park, Farnborough, Hampshire, England, UK",(interiors)
X-Men: Days of Future Past,2014,543223,"Montral, Qubec, Canada",
X-Men: Days of Future Past,2014,543223,"Vaudreuil-Dorion, Qubec, Canada",
X-Men: Days of Future Past,2014,543223,"Qubec, Canada",
X-Men: Days of Future Past,2014,543223,Canada,
Deadpool,2016,603543,"Vancouver, British Columbia, Canada",
Deadpool,2016,603543,"No 5 Orange - 205 Main St, Vancouver, British Columbia, Canada",(strip club)
Deadpool,2016,603543,Canada,
Deadpool,2016,603543,"Victoria, British Columbia, Canada","(Hatley Castle, Royal Roads University)"
Deadpool,2016,603543,"Georgia Street, Vancouver, British Columbia, Canada",(highway fight)
Deadpool,2016,603543,"Detroit, Michigan, USA",(Joe Louis Arena)
Titanic,1997,833327,"Santa Clarita, California, USA",
Titanic,1997,833327,"Belmont Olympic Pool - 4000 E. Olympic Plaza, Long Beach, California, USA",
Titanic,1997,833327,"Fox Baja Studios, Rosarito, Baja California Norte, Mexico",(studio)
Titanic,1997,833327,"Halifax, Nova Scotia, Canada",
Titanic,1997,833327,"Rosarito, Baja California Norte, Mexico",
Titanic,1997,833327,"S.S. Jeremiah O'Brien, San Francisco, California, USA",(engine room scenes)
Titanic,1997,833327,"S.S. Lane Victory, Pier 94, San Pedro, Los Angeles, California, USA",(shots of Titanic's wake)
Titanic,1997,833327,"Titanic wreck, Titanic Canyon, North Atlantic, Atlantic Ocean",
Titanic,1997,833327,"Vancouver, British Columbia, Canada",
Forrest Gump,1994,1336191,"Monument Valley, Arizona, USA",
Forrest Gump,1994,1336191,"Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA",(disco and strip club scenes)
Forrest Gump,1994,1336191,"Beaufort, South Carolina, USA",
Forrest Gump,1994,1336191,"Biltmore Estate - 1 Approach Road, Asheville, North Carolina, USA",
Forrest Gump,1994,1336191,"Blackfeet Indian Reservation, Montana, USA",(second unit)
Forrest Gump,1994,1336191,"Bluff Plantation - 3547 Combahee Road, Yemassee, South Carolina, USA",
Forrest Gump,1994,1336191,"Chippewa Square, Savannah, Georgia, USA",(bus stop bench)
Forrest Gump,1994,1336191,"East Los Angeles College - 1301 Avenida Cesar Chavez, Monterey Park, California, USA",
Forrest Gump,1994,1336191,"Flagstaff, Arizona, USA",
Forrest Gump,1994,1336191,"Fripp Island, South Carolina, USA",
Forrest Gump,1994,1336191,"Glacier National Park, Montana, USA",(mountain lake)
Forrest Gump,1994,1336191,"Grandfather Mountain, Linville, North Carolina, USA",(exteriors)
Forrest Gump,1994,1336191,"Grauman's Chinese Theater - 6925 Hollywood Blvd., Hollywood, Los Angeles, California, USA",
Forrest Gump,1994,1336191,"Lincoln Memorial, National Mall, Washington, District of Columbia, USA",
Forrest Gump,1994,1336191,"Marks Hall - 612 W. 35th Place, University of Southern California, Los Angeles, California, USA",(Jenny's dormitory)
Forrest Gump,1994,1336191,"Monument Valley, Utah, USA",
Forrest Gump,1994,1336191,"Orange, California, USA",
Forrest Gump,1994,1336191,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",(studio)
Forrest Gump,1994,1336191,"Pemaquid, Maine, USA",
Forrest Gump,1994,1336191,"Port Clyde, Maine, USA",
Forrest Gump,1994,1336191,"Pritchardville, South Carolina, USA",
Forrest Gump,1994,1336191,"Santa Monica Pier, Santa Monica, California, USA",
Forrest Gump,1994,1336191,"Savannah, Georgia, USA",
Forrest Gump,1994,1336191,"The Ebell of Los Angeles - 743 South Lucerne Bouelvard, Los Angeles, California, USA",
Forrest Gump,1994,1336191,"Twin Arrows, Arizona, USA",(smiley face scene)
Forrest Gump,1994,1336191,"University of Southern California, Los Angeles, California, USA",(college scenes)
